click_id,is_attributed
152,0.08400127
155,0.06685417
156,0.07071188
157,0.1778302
158,0.06274123
159,0.10973666
160,0.09718105
161,0.057898134
162,0.07215494
163,0.090699226
164,0.06298216
165,0.054586604
166,0.06370083
167,0.101916224
170,0.06540849
168,0.06476386
169,0.087417275
171,0.09481066
172,0.06846564
173,0.074958555
174,0.08103684
175,0.07711815
177,0.12352304
176,0.08445319
178,0.061384
179,0.06719454
180,0.091625765
181,0.07044207
182,0.05499306
183,0.075080685
184,0.08028292
185,0.059932027
186,0.074147366
187,0.07412465
188,0.18175273
189,0.07599347
190,0.12401144
191,0.059113614
192,0.08729528
194,0.061506342
193,0.11221394
195,0.056154896
196,0.06307144
197,0.063595586
198,0.06764626
199,0.0757313
200,0.062203243
201,0.070359655
202,0.073591135
203,0.16139276
204,0.0582078
205,0.08638576
206,0.0706009
207,0.07215906
208,0.10649923
209,0.10304543
210,0.0776209
211,0.08631101
212,0.062416956
213,0.073397875
214,0.06191436
215,0.08796544
216,0.07026892
217,0.08097808
218,0.0913635
219,0.06821583
220,0.06554345
221,0.080544464
222,0.06325866
223,0.0659141
224,0.082607605
225,0.09184777
226,0.108387865
227,0.07658752
228,0.07007165
230,0.08040421
229,0.099373214
231,0.09219787
232,0.076525405
233,0.23030965
234,0.102139995
235,0.07826038
236,0.062003292
237,0.07845531
239,0.053409223
238,0.08129393
240,0.06492154
241,0.06858496
242,0.075332165
243,0.09019914
244,0.07521273
245,0.055618364
246,0.076436035
247,0.062193394
249,0.06661824
248,0.09968415
250,0.07957681
251,0.16487521
252,0.083815865
253,0.069686
254,0.07103313
255,0.071340755
256,0.07264819
257,0.05601979
258,0.1660629
259,0.16205916
260,0.15937087
261,0.101442486
262,0.08427905
263,0.0584737
264,0.08711666
265,0.063925594
266,0.07349925
267,0.06639556
268,0.07179691
269,0.071585685
270,0.075649835
271,0.07617799
272,0.085689425
273,0.06477869
275,0.07898104
274,0.09418873
276,0.07428185
277,0.09916389
278,0.09230485
279,0.05438844
282,0.07197612
280,0.062025674
281,0.06590955
283,0.1786326
285,0.07422637
284,0.12057823
286,0.088163
287,0.053618148
288,0.13068268
289,0.04927802
290,0.07946311
291,0.15832627
292,0.09715287
293,0.08234985
295,0.08541149
294,0.075195834
296,0.103039406
297,0.22751458
298,0.097071
299,0.07521137
300,0.05993851
301,0.09354376
302,0.14353442
304,0.06480551
303,0.060857616
305,0.05232693
306,0.1155262
307,0.17599897
308,0.06694969
309,0.08148435
310,0.049865328
311,0.1089584
312,0.072079636
314,0.06799896
313,0.07266957
315,0.10473509
316,0.08985622
317,0.048463613
318,0.07094941
319,0.100059986
320,0.058513183
322,0.08559508
321,0.115640916
323,0.071600996
324,0.097208284
325,0.062634274
326,0.10337563
327,0.0845574
328,0.07996033
329,0.06201697
330,0.07970234
331,0.16472727
332,0.0618914
333,0.08866162
334,0.08852386
335,0.06488768
336,0.060828406
337,0.10401458
338,0.09467071
340,0.08193803
339,0.054802373
341,0.0622058
342,0.0673196
343,0.060494922
344,0.06890063
345,0.06410437
346,0.06459521
347,0.07343306
348,0.12736914
349,0.078088045
350,0.092521854
351,0.073156215
352,0.08644337
353,0.07355572
355,0.057211984
354,0.07498416
356,0.065600656
358,0.10030317
357,0.08206127
359,0.08400864
360,0.066746354
361,0.06765749
362,0.12631315
363,0.07632377
364,0.073552065
365,0.07673743
366,0.052684933
367,0.08774078
368,0.112271614
369,0.081037626
370,0.07868762
371,0.16205947
372,0.11944677
373,0.07039986
374,0.117059745
375,0.10280326
376,0.13454254
377,0.057955425
378,0.09114346
379,0.08372764
380,0.09016681
381,0.07709807
382,0.1320737
383,0.054431334
384,0.08571803
385,0.0636452
386,0.11982433
387,0.088497974
388,0.063230835
389,0.08175324
390,0.059437364
392,0.114446454
391,0.15937087
393,0.14925404
394,0.06520688
395,0.059130564
396,0.07193667
397,0.09251335
398,0.23348944
399,0.058865797
400,0.092316516
401,0.07085752
402,0.07668559
403,0.069894925
404,0.056361
405,0.07426961
406,0.08705877
407,0.079371676
408,0.052154467
409,0.081782915
410,0.06589788
411,0.059424892
412,0.06454371
413,0.17817871
414,0.058346104
415,0.104583375
416,0.059728112
417,0.07132881
418,0.053623833
419,0.092458196
420,0.111458056
421,0.05988846
422,0.08375701
423,0.24504149
424,0.1304352
426,0.079706855
425,0.06943593
427,0.064455725
431,0.084020905
430,0.07380025
428,0.049537294
429,0.08096825
432,0.06587138
433,0.055151258
434,0.054892525
435,0.101016544
436,0.059907522
437,0.10446314
438,0.07401744
439,0.069312446
440,0.10910577
441,0.07136119
442,0.06449228
443,0.07739315
444,0.05126907
445,0.09665782
446,0.068029985
447,0.12959751
448,0.057374675
449,0.07792224
450,0.07150369
451,0.08618785
452,0.069103986
453,0.10114304
454,0.07633853
455,0.08857283
456,0.055885427
457,0.0906918
458,0.06130737
459,0.18458143
460,0.10318034
461,0.0819772
462,0.07766898
463,0.06712254
465,0.18639785
464,0.083703846
466,0.07259191
467,0.05776262
468,0.06895515
469,0.08100667
470,0.065372854
471,0.071163
472,0.08801348
473,0.07245141
474,0.114310384
475,0.055461682
476,0.06297243
477,0.061732434
478,0.056128632
479,0.07450821
480,0.18019699
481,0.07353687
482,0.07279844
483,0.08587136
484,0.06571172
485,0.06458004
486,0.07246947
487,0.06732945
488,0.053225234
489,0.04623951
490,0.059479352
491,0.19605805
492,0.058655772
493,0.10282547
494,0.06911664
495,0.06286948
496,0.08713865
497,0.073082216
499,0.055971988
498,0.15760493
500,0.09543835
501,0.08331425
502,0.11770146
503,0.07291499
504,0.053836815
505,0.07136081
506,0.060956858
507,0.10498023
508,0.07123368
509,0.078187965
510,0.06811926
511,0.18509308
512,0.07195216
513,0.12090795
514,0.0721733
517,0.06595756
516,0.06319339
515,0.08609903
518,0.07587247
519,0.09705913
520,0.08768495
521,0.060592793
522,0.053846344
523,0.08920223
524,0.08588627
525,0.06222924
526,0.118547566
527,0.1863725
528,0.066203035
529,0.07177041
530,0.056702957
531,0.06017809
532,0.10168382
533,0.057540245
534,0.105383895
535,0.07270773
536,0.1439648
537,0.06025268
538,0.0851728
539,0.06373289
540,0.08298606
541,0.07828862
542,0.10599233
543,0.084243156
544,0.1745342
545,0.09877528
546,0.064903714
547,0.12484409
548,0.103306435
549,0.073100805
551,0.07346614
550,0.08020695
552,0.08536202
553,0.1443597
554,0.062489823
555,0.12118616
556,0.06752162
557,0.31159166
558,0.08231539
559,0.059289347
560,0.06731466
561,0.06904686
562,0.08956131
563,0.12164649
564,0.061482467
565,0.058080614
566,0.097318746
567,0.080800936
568,0.13755573
570,0.08519136
569,0.09408951
571,0.12800838
572,0.058124296
573,0.05631066
574,0.056552526
575,0.05869972
576,0.06667598
577,0.08916169
578,0.10901423
579,0.082094066
580,0.076553114
581,0.0641563
582,0.10790716
583,0.06643601
584,0.06670837
585,0.09342873
586,0.06684364
587,0.0661481
588,0.14235534
589,0.05639777
590,0.18175273
591,0.19947359
592,0.18509308
593,0.067343466
594,0.068801574
595,0.08201215
596,0.07728655
597,0.07950771
598,0.14823568
599,0.15151513
600,0.06316171
601,0.16423951
602,0.05180247
603,0.107392214
604,0.06559382
607,0.19998255
606,0.09281526
605,0.05710361
608,0.15848611
609,0.08843383
610,0.10102412
611,0.059751708
612,0.07531903
613,0.07091128
614,0.053119116
615,0.06448592
616,0.08413757
617,0.07016404
618,0.12237892
619,0.068128616
620,0.091012865
621,0.06754219
622,0.060064487
623,0.07292193
624,0.062303938
625,0.06712843
626,0.061655685
627,0.06381278
628,0.059352305
629,0.11926997
630,0.2139038
631,0.050966043
632,0.1671483
633,0.06316835
634,0.12839782
635,0.07595916
636,0.08107956
637,0.090465285
638,0.077039324
639,0.10437512
642,0.08018663
643,0.057850204
640,0.13593465
641,0.0575725
644,0.06955967
645,0.084398925
646,0.15737103
647,0.08886658
648,0.06200717
649,0.06385957
650,0.07861387
651,0.08384507
652,0.07711488
653,0.0704171
654,0.07430353
655,0.08884866
656,0.0798833
657,0.06972345
658,0.06639722
660,0.06967265
659,0.12710233
661,0.0661889
662,0.06310828
663,0.06872211
664,0.0703017
665,0.1884737
666,0.077924125
667,0.061582714
668,0.05089165
670,0.08250782
669,0.098659486
671,0.06996163
672,0.06751159
673,0.08163001
674,0.0688703
675,0.0771082
676,0.06457158
677,0.07514481
679,0.076809965
678,0.07615099
680,0.06871075
681,0.08466589
682,0.07151361
683,0.14502513
684,0.07140032
685,0.06920112
686,0.061735276
687,0.06748255
688,0.05855381
689,0.087733254
690,0.05759236
691,0.094574004
692,0.08685038
693,0.10577478
694,0.113215044
695,0.0701234
696,0.1528884
697,0.05063253
698,0.05759015
699,0.060451332
700,0.06588411
701,0.067231454
702,0.07655726
703,0.10727681
704,0.09592934
705,0.1042188
707,0.08571388
706,0.08522123
708,0.09778096
709,0.08872961
710,0.04724321
711,0.06221317
712,0.06654685
713,0.075114265
716,0.05170966
715,0.06439985
714,0.054908905
717,0.16472058
718,0.10985709
719,0.0699787
720,0.064625494
721,0.1550731
722,0.059148613
723,0.08570685
724,0.074395806
725,0.09602905
726,0.053824835
727,0.06630116
728,0.1602227
729,0.08511553
730,0.07991098
731,0.07199013
732,0.06947914
733,0.071708776
734,0.07783141
735,0.06874745
736,0.065677084
737,0.088672325
738,0.055580404
739,0.061305486
740,0.044958416
741,0.07158543
742,0.071533285
743,0.061540786
744,0.06818346
745,0.061972577
746,0.059352305
747,0.057850048
748,0.089999735
749,0.08472431
750,0.08640221
751,0.08804318
752,0.09765261
753,0.06961694
754,0.08931201
755,0.061805658
756,0.08170912
757,0.052184872
759,0.1891798
758,0.056147102
760,0.08848466
761,0.08192364
762,0.059743755
763,0.08837112
764,0.062439203
765,0.09951366
767,0.0883541
766,0.17833863
770,0.103329286
768,0.07454695
769,0.061609212
771,0.061717927
772,0.09500588
773,0.060793027
774,0.096545026
775,0.05580716
776,0.06447705
777,0.09352743
778,0.06330714
779,0.08223102
780,0.07646087
781,0.052606605
782,0.0660639
783,0.05539131
784,0.09691133
785,0.055129945
786,0.076127745
787,0.07954648
788,0.08752758
789,0.07265214
790,0.091935426
791,0.077006474
792,0.08633939
793,0.07867093
794,0.08744124
795,0.13562407
796,0.1811676
797,0.14534555
798,0.06854011
799,0.08108732
800,0.10278664
801,0.09357874
802,0.066043824
804,0.06752819
803,0.083285384
805,0.05801947
806,0.059310045
807,0.064333975
808,0.18509308
809,0.18509308
810,0.06337274
811,0.064445674
812,0.080962144
813,0.06337382
814,0.059112243
815,0.06124261
816,0.068504944
817,0.06662228
818,0.08402847
819,0.050583005
820,0.08297833
821,0.05738307
822,0.08132672
823,0.13707979
824,0.09791552
825,0.0979821
826,0.06358143
827,0.115068235
828,0.056333683
829,0.05866407
830,0.078576505
831,0.073626734
832,0.06379335
833,0.06329434
834,0.16142118
835,0.1740559
836,0.07129957
837,0.064222306
841,0.08272091
840,0.2049266
838,0.06814187
839,0.18702708
842,0.059616417
843,0.06336363
844,0.0653309
845,0.07647787
846,0.10138502
847,0.10580334
848,0.08871503
849,0.18955128
850,0.06656587
851,0.08287871
852,0.0641994
853,0.0710644
854,0.058590773
855,0.08313615
856,0.07100957
857,0.060141504
858,0.090863384
859,0.06837003
860,0.051440425
861,0.16932966
862,0.09016514
863,0.07425121
864,0.07162366
865,0.22104341
866,0.09531688
867,0.11242403
868,0.054888874
869,0.06430926
870,0.088564344
871,0.07861981
872,0.06974711
873,0.09398657
874,0.071823075
875,0.06687612
876,0.0524357
877,0.055236727
878,0.0636246
879,0.09400358
880,0.0558195
881,0.058385413
882,0.12270808
883,0.17078634
884,0.08745818
885,0.06963328
886,0.06755746
887,0.07633698
888,0.09270836
889,0.1285095
890,0.06456843
891,0.07116808
893,0.08773509
892,0.108386435
894,0.067356065
895,0.15506013
896,0.08387419
897,0.049626388
898,0.07842532
899,0.0779551
900,0.056805406
901,0.08782894
902,0.07652996
903,0.06031545
904,0.09384733
905,0.05275468
906,0.080951944
907,0.06341937
908,0.06690071
909,0.08115997
911,0.09006861
910,0.05878144
912,0.04630428
913,0.06539469
914,0.13667403
915,0.0688392
916,0.063861735
917,0.1159614
918,0.07717405
919,0.08042194
920,0.09068753
921,0.051373374
922,0.068327926
923,0.062039603
924,0.07244092
925,0.0945059
926,0.08462684
929,0.069386184
930,0.059125043
927,0.2052332
928,0.07444606
931,0.07279539
932,0.1246111
933,0.079652354
934,0.08120517
935,0.08817149
936,0.08989813
938,0.06636058
937,0.14812708
939,0.06326981
940,0.07235599
941,0.056595955
942,0.07573943
943,0.08206502
944,0.08336192
945,0.08060314
946,0.07161751
947,0.056095432
948,0.046164602
949,0.06818705
950,0.12548704
951,0.12591906
952,0.07176219
953,0.15937087
954,0.17337087
957,0.060680125
955,0.08459192
956,0.16663016
958,0.088914886
959,0.07733937
960,0.05540833
961,0.08946233
962,0.07299148
963,0.07158294
964,0.07295098
965,0.057374306
966,0.069777966
967,0.06657831
968,0.06499815
969,0.07409818
970,0.074812114
971,0.057173047
972,0.07904293
973,0.16523361
974,0.06633216
975,0.086212896
976,0.0746434
977,0.09070052
978,0.0898783
979,0.05917622
980,0.07344874
981,0.061778158
982,0.09051162
984,0.08524964
983,0.08152483
985,0.105482295
986,0.08015621
987,0.05377216
988,0.06022333
989,0.09959778
993,0.10369793
992,0.077561684
990,0.22035125
991,0.07490243
994,0.20096505
995,0.09277184
996,0.06873161
997,0.14678486
999,0.07558266
998,0.08039016
1000,0.13896525
1005,0.073388815
1004,0.06704707
1001,0.074333936
1002,0.0729188
1003,0.109225504
1006,0.087269105
1007,0.1588755
1008,0.11396978
1009,0.06627374
1010,0.06308677
1011,0.07004539
1012,0.06934289
1013,0.0778367
1014,0.069951035
1015,0.06543565
1016,0.070405975
1017,0.06086382
1018,0.08848559
1019,0.07264398
1021,0.06696616
1020,0.080958724
1022,0.10497138
1023,0.07728217
1024,0.10969788
1025,0.068039574
1026,0.0659389
1027,0.0850798
1028,0.07052464
1029,0.08909069
1030,0.079376444
1031,0.18672599
1032,0.062482197
1033,0.0769568
1034,0.0931918
1035,0.06625499
1036,0.07784554
1037,0.057858694
1038,0.20969158
1039,0.17799057
1040,0.1060415
1041,0.066729754
1042,0.10424311
1043,0.096129306
1044,0.06055969
1045,0.09303454
1046,0.07303949
1048,0.0609609
1047,0.06921494
1049,0.070217334
1050,0.06575989
1051,0.06535989
1052,0.06783261
1053,0.06518633
1054,0.0671366
1055,0.060278203
1057,0.074017316
1056,0.072714604
1058,0.1308988
1059,0.047999255
1060,0.07361887
1061,0.17243823
1062,0.10163315
1063,0.08018384
1064,0.05364649
1065,0.08204461
1066,0.16273054
1067,0.058139365
1068,0.065955095
1069,0.08811009
1070,0.08307312
1071,0.11795057
1072,0.10019487
1073,0.14217983
1074,0.066885896
1075,0.12452901
1076,0.14509267
1077,0.33298942
1078,0.061548468
1079,0.07519777
1080,0.09073568
1081,0.07608366
1087,0.058689035
1086,0.08066514
1085,0.0788905
1083,0.055719335
1082,0.09722127
1084,0.06989832
1088,0.06973755
1089,0.06305196
1090,0.05192096
1092,0.07503047
1091,0.06937187
1093,0.056536652
1094,0.061950717
1095,0.07312493
1096,0.06780667
1097,0.058204167
1098,0.07679965
1099,0.093434125
1100,0.17967431
1101,0.05013646
1102,0.07117129
1103,0.06785236
1104,0.078410484
1105,0.081010945
1106,0.12566441
1107,0.095782034
1109,0.078639336
1108,0.06401142
1110,0.0769312
1111,0.10459753
1112,0.069406465
1113,0.05965021
1114,0.07304451
1115,0.0864157
1116,0.18639785
1118,0.07707715
1117,0.08371489
1119,0.08085364
1120,0.07573659
1121,0.113713145
1122,0.16523361
1123,0.07400656
1124,0.10195396
1127,0.10764092
1126,0.069740646
1125,0.11786044
1128,0.06236376
1129,0.06792875
1130,0.07053234
1131,0.060514033
1132,0.10616524
1133,0.16615112
1134,0.056787483
1135,0.09328331
1136,0.059041347
1137,0.06438445
1138,0.08881597
1139,0.065719955
1140,0.120930076
1141,0.065018296
1142,0.053138994
1143,0.095387906
1144,0.063118964
1145,0.05688408
1146,0.06995473
1147,0.09593534
1148,0.08696206
1149,0.05671813
1150,0.08738242
1151,0.071116924
1152,0.08581224
1153,0.0534887
1154,0.05945797
1155,0.06376804
1156,0.057819374
1157,0.060356136
1158,0.12376929
1159,0.06444109
1160,0.071284175
1161,0.16113332
1162,0.055105742
1163,0.08483057
1164,0.06518899
1165,0.054524474
1166,0.063454956
1167,0.07655564
1168,0.0725103
1169,0.17151295
1170,0.075043306
1173,0.058946066
1171,0.07051148
1172,0.112946875
1174,0.08064665
1175,0.079390086
1176,0.06792921
1177,0.18133065
1178,0.07413037
1179,0.083332054
1180,0.106999114
1181,0.08887221
1182,0.16113332
1183,0.083240055
1184,0.07459457
1185,0.06056628
1186,0.096286654
1187,0.070091434
1188,0.07114302
1189,0.09753855
1190,0.08136412
1191,0.06987993
1192,0.08239172
1193,0.0770137
1194,0.069157794
1195,0.06853382
1196,0.1550731
1200,0.10775046
1199,0.04885216
1198,0.069296174
1197,0.0767648
1201,0.07408868
1202,0.08528128
1203,0.06164977
1204,0.08297793
1205,0.08801288
1206,0.061642665
1207,0.11282683
1208,0.0983937
1209,0.13141273
1210,0.065121695
1211,0.082377024
1212,0.060117573
1213,0.08770319
1214,0.0535537
1215,0.06773289
1217,0.0669348
1216,0.070059225
1218,0.08837994
1219,0.07299566
1220,0.05887434
1221,0.080522925
1222,0.067001775
1223,0.081323035
1226,0.08719481
1225,0.07459141
1224,0.11017228
1227,0.07698987
1228,0.06438921
1229,0.10265819
1230,0.06324846
1231,0.054120343
1232,0.07457495
1233,0.055242524
1234,0.08349693
1235,0.058176544
1236,0.110953905
1237,0.07917931
1238,0.16423951
1239,0.19410957
1240,0.07816477
1241,0.19947359
1243,0.123092644
1242,0.085445136
1244,0.07690168
1245,0.091163985
1246,0.17871925
1247,0.0653747
1248,0.077433616
1249,0.051410325
1250,0.05333739
1252,0.15650305
1251,0.18775295
1253,0.096088216
1254,0.124047354
1255,0.06908002
1256,0.08748349
1257,0.07538439
1258,0.060705524
1259,0.064820245
1260,0.07046084
1261,0.06302353
1262,0.16141008
1263,0.07275249
1264,0.0880737
1265,0.065599546
1266,0.18777983
1267,0.075553946
1269,0.11602414
1268,0.051602986
1270,0.056204874
1271,0.1435475
1272,0.09731368
1273,0.077576466
1274,0.087871544
1275,0.06991688
1276,0.05949535
1277,0.07284679
1278,0.16605414
1279,0.088651955
1280,0.074118294
1281,0.050302513
1282,0.06922349
1283,0.07579999
1284,0.17581442
1285,0.07647892
1287,0.15284877
1286,0.05997281
1289,0.05661028
1288,0.06381073
1290,0.116547614
1291,0.08597983
1292,0.067201324
1293,0.106462166
1294,0.077957734
1295,0.08896283
1296,0.0846651
1297,0.060939997
1298,0.07089578
1299,0.07194212
1300,0.067358024
1301,0.06745476
1302,0.13990144
1303,0.070576325
1308,0.052571774
1306,0.08303419
1307,0.12533826
1304,0.081427604
1305,0.14163448
1309,0.062063362
1310,0.052197643
1311,0.08090143
1312,0.106734134
1313,0.078300945
1314,0.08019739
1315,0.07726955
1316,0.068295404
1317,0.073976785
1318,0.07572975
1319,0.0884673
1320,0.06224256
1321,0.094175234
1323,0.085652635
1322,0.07474836
1324,0.05725806
1325,0.06944756
1326,0.07681713
1327,0.07674108
1328,0.072179146
1329,0.11126582
1330,0.06323757
1331,0.1346949
1332,0.061382677
1333,0.09519583
1334,0.08569232
1335,0.085511856
1336,0.06783415
1337,0.07167133
1338,0.06346976
1339,0.14705972
1340,0.07489721
1341,0.05549812
1343,0.06689654
1342,0.23666704
1344,0.066191286
1345,0.08859529
1346,0.082878456
1347,0.079254195
1348,0.07343442
1349,0.057264518
1350,0.11648036
1351,0.08800152
1352,0.06444865
1353,0.07272888
1354,0.10673736
1355,0.0836549
1356,0.0594712
1357,0.08554176
1358,0.1788824
1359,0.09095464
1362,0.060376503
1360,0.065942705
1361,0.06570473
1363,0.08751985
1364,0.062115397
1365,0.072928995
1366,0.1550028
1367,0.06754059
1368,0.09820816
1369,0.07989299
1370,0.06732257
1371,0.07136298
1372,0.08451437
1373,0.07995698
1374,0.07813757
1375,0.10839598
1376,0.15767784
1378,0.057379227
1377,0.06639042
1379,0.087618485
1380,0.06149594
1381,0.115798034
1382,0.0855576
1383,0.076302625
1384,0.057723455
1386,0.058617745
1385,0.06690904
1387,0.07613175
1388,0.058811203
1389,0.066952564
1390,0.05091625
1391,0.05741452
1392,0.06736084
1393,0.074857555
1394,0.13896525
1395,0.07115115
1396,0.20121402
1397,0.05569969
1398,0.07864517
1399,0.061526965
1400,0.056589223
1401,0.06760026
1402,0.083373
1403,0.062000953
1404,0.06843847
1405,0.052295785
1406,0.074209355
1407,0.14678665
1408,0.10238163
1409,0.08147104
1410,0.068677865
1411,0.067247726
1413,0.05666505
1412,0.07774955
1414,0.07211131
1415,0.05281698
1416,0.15249108
1417,0.092772186
1418,0.07269025
1419,0.06673073
1420,0.07559822
1421,0.32304952
1422,0.05195416
1423,0.089223385
1424,0.05568297
1425,0.10007366
1426,0.06870561
1427,0.07000721
1428,0.10131612
1429,0.06379987
1430,0.0975571
1431,0.07798853
1432,0.04650125
1433,0.072431244
1434,0.07217021
1435,0.051870298
1436,0.08507317
1437,0.07450671
1438,0.08877876
1439,0.09907773
1440,0.17288588
1441,0.054197975
1442,0.072685026
1443,0.06020255
1444,0.1550731
1445,0.066110194
1447,0.074651375
1448,0.0625833
1446,0.06467884
1449,0.091020636
1450,0.057108425
1451,0.06940755
1452,0.06217704
1453,0.056001775
1454,0.066431396
1455,0.06380322
1456,0.064591706
1457,0.0713959
1458,0.078952186
1459,0.07197825
1460,0.056458715
1461,0.09951507
1463,0.06706234
1462,0.18161471
1464,0.07169716
1466,0.06895486
1465,0.050470587
1467,0.12273219
1468,0.07980425
1469,0.074912675
1470,0.070256695
1471,0.07588444
1475,0.18110695
1474,0.0744771
1472,0.06907613
1473,0.13407226
1476,0.06970528
1477,0.090026304
1478,0.07594171
1479,0.08727484
1480,0.062536985
1481,0.07128318
1482,0.0631916
1484,0.065977685
1483,0.06286761
1485,0.17449966
1486,0.08722123
1487,0.06360267
1488,0.07438578
1489,0.13477436
1490,0.06298088
1491,0.061660275
1492,0.09487565
1493,0.17406093
1494,0.059890177
1495,0.06223486
1496,0.07436862
1497,0.07775631
1498,0.05577137
1499,0.07320775
1501,0.117527366
1502,0.06810298
1500,0.0809826
1503,0.07391753
1504,0.081414305
1505,0.08456198
1506,0.08564959
1507,0.062478654
1508,0.062224742
1509,0.07535285
1510,0.06128412
1511,0.072388925
1512,0.09358228
1513,0.064407036
1514,0.064082734
1515,0.049636014
1516,0.09238123
1517,0.058811203
1520,0.0889921
1519,0.05228807
1518,0.09229618
1521,0.111252956
1522,0.07660598
1523,0.08055065
1524,0.06320728
1525,0.15583171
1526,0.06817043
1527,0.08508729
1528,0.0626088
1529,0.0723976
1530,0.08843023
1531,0.084860206
1532,0.13880052
1533,0.19605859
1534,0.14579007
1535,0.07119305
1536,0.092172496
1538,0.076686725
1537,0.050914865
1539,0.06658255
1540,0.052948955
1541,0.06962213
1542,0.070763536
1543,0.084032394
1544,0.067656785
1545,0.16273054
1546,0.13473272
1547,0.068504944
1548,0.09413077
1549,0.081420735
1550,0.06672162
1551,0.08598987
1552,0.07382101
1553,0.07053099
1554,0.06359256
1555,0.0719113
1556,0.15531233
1557,0.08259998
1558,0.059094254
1559,0.19004454
1560,0.06706115
1561,0.10059114
1562,0.06768659
1563,0.062999174
1564,0.06236376
1565,0.07555995
1566,0.058944184
1567,0.055217568
1568,0.1460627
1569,0.22889465
1570,0.08398366
1572,0.0933849
1571,0.060228214
1573,0.084266156
1574,0.06747364
1575,0.07390982
1576,0.08920471
1577,0.058982234
1578,0.06432539
1579,0.095249645
1580,0.08638243
1581,0.1076734
1582,0.060225137
1583,0.19605805
1584,0.05661043
1585,0.11789924
1586,0.052364577
1587,0.0696051
1588,0.11006488
1589,0.06770741
1590,0.10455418
1591,0.064384155
1592,0.08770673
1593,0.09708453
1594,0.06363735
1595,0.07150897
1596,0.14678532
1597,0.07970428
1598,0.067564726
1599,0.1257494
1601,0.16549891
1600,0.08303214
1602,0.08002597
1603,0.2303496
1604,0.051894873
1605,0.07085139
1606,0.085209444
1607,0.0769529
1608,0.07180987
1610,0.092253126
1609,0.1217528
1611,0.080549695
1612,0.09449382
1613,0.05596025
1614,0.094755836
1615,0.0654642
1616,0.06630525
1617,0.07425949
1618,0.07007378
1619,0.06778726
1620,0.0793241
1621,0.112364374
1622,0.06282525
1623,0.0812234
1624,0.08071459
1625,0.054833576
1626,0.07964042
1627,0.074845836
1628,0.25006115
1629,0.062133685
1630,0.08052078
1631,0.06424322
1632,0.054261755
1633,0.08720804
1634,0.05486202
1635,0.05162939
1636,0.14279796
1637,0.056117557
1638,0.06413099
1639,0.08608241
1640,0.16273054
1641,0.06797197
1642,0.24302042
1643,0.095744066
1644,0.124870524
1645,0.06850222
1647,0.07484612
1646,0.077556625
1648,0.055510715
1649,0.04638839
1650,0.08508927
1651,0.06512093
1652,0.09519817
1653,0.09007119
1654,0.08611308
1655,0.23352961
1656,0.06313374
1657,0.08895434
1658,0.078016065
1659,0.08467456
1660,0.079610646
1661,0.09408461
1662,0.09145565
1663,0.07149959
1664,0.0879097
